"","Name","Season","PA","BA","OBP","SLG","R","RBI","Single","Double","Triple","HR","SB","CS","BB","IBB","K","DP","HBP","SH","SF","ServiceTime","PreBreakout"
"210","Yohkawa, Naomasa","2017",19,0.167,0.211,0.333,1,1,2,0,0,1,0,0,1,0,8,0,0,0,0,2,"0"
"211","Yohkawa, Naomasa","2018",299,0.252,0.311,0.412,27,48,42,16,5,6,5,0,17,1,76,7,7,0,1,3,"0"
"212","Yohkawa, Naomasa","2019",60,0.109,0.169,0.291,3,4,2,1,0,3,0,0,4,1,19,2,0,1,0,4,"0"
"213","Nomura, Isami","2022",203,0.239,0.312,0.489,40,25,21,9,3,10,10,5,17,0,64,5,2,4,0,1,"0"
"214","Nomura, Isami","2023",95,0.16,0.266,0.296,14,7,8,2,0,3,1,0,8,0,33,0,4,1,1,2,"0"
"215","Nomura, Isami","2024",50,0.116,0.224,0.116,9,1,5,0,0,0,4,0,6,1,18,1,0,1,0,3,"0"
"216","Nomura, Isami","2025",413,0.271,0.324,0.41,50,40,74,16,0,12,18,4,25,2,122,8,5,5,2,4,"0"
"217","Hashimoto, Seiya","2024",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"218","Hashimoto, Seiya","2025",17,0.125,0.176,0.125,0,0,2,0,0,0,0,0,1,0,4,1,0,0,0,2,"0"
"219","Kawase, Hikaru","2018",36,0.188,0.235,0.219,3,2,5,1,0,0,1,0,2,0,9,2,0,2,0,1,"0"
"220","Kawase, Hikaru","2019",37,0.176,0.2,0.176,1,1,6,0,0,0,1,1,1,0,5,1,0,2,0,2,"0"
"221","Kawase, Hikaru","2020",164,0.191,0.253,0.248,12,10,20,6,1,0,2,1,11,0,26,0,1,10,1,3,"0"
"222","Kawase, Hikaru","2021",30,0.185,0.241,0.185,2,0,5,0,0,0,1,0,2,0,9,0,0,1,0,4,"0"
"223","Ogawa, Ryusei","2021",6,0,0,0,5,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,"0"
"224","Ogawa, Ryusei","2022",77,0.109,0.275,0.182,15,4,4,1,0,1,4,1,12,0,18,0,1,7,1,2,"0"
"225","Ogawa, Ryusei","2023",24,0.15,0.19,0.2,7,1,2,1,0,0,3,3,1,0,7,0,0,3,0,3,"0"
"226","Ogawa, Ryusei","2024",313,0.241,0.317,0.249,33,21,61,2,0,0,10,1,30,1,52,2,0,20,2,4,"0"
"227","Kawamura, Yuto","2024",140,0.268,0.336,0.39,27,14,22,8,2,1,3,1,10,0,43,1,3,3,1,1,"0"
"228","Kawamura, Yuto","2025",9,0.111,0.111,0.111,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,"0"
"229","Mune, Yuma","2016",4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"230","Mune, Yuma","2017",26,0.182,0.308,0.227,2,0,3,1,0,0,0,3,3,0,6,1,1,0,0,2,"0"
"231","Mune, Yuma","2018",289,0.233,0.281,0.372,28,22,38,16,3,5,3,2,15,1,53,1,3,4,1,3,"0"
"232","Mune, Yuma","2019",177,0.27,0.37,0.365,16,14,31,6,1,2,7,3,13,0,30,4,11,4,1,4,"0"
"233","Horiuchi, Kengo","2018",24,0.174,0.208,0.261,3,2,3,0,1,0,1,0,1,0,1,0,0,0,0,1,"0"
"234","Horiuchi, Kengo","2019",140,0.156,0.202,0.205,6,13,15,2,2,0,0,0,5,1,41,2,2,11,0,2,"0"
"235","Horiuchi, Kengo","2020",8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,3,"0"
"236","Horiuchi, Kengo","2022",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"0"
"237","Miyoshi, Takumi","2016",70,0.222,0.279,0.365,11,6,11,0,0,3,0,0,5,0,16,1,0,2,0,4,"0"
"238","Masuda, Shu","2019",4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"239","Masuda, Shu","2022",45,0.256,0.302,0.462,4,6,5,3,1,1,0,1,3,0,6,0,0,2,1,2,"0"
"240","Masuda, Shu","2023",75,0.182,0.27,0.258,7,3,9,2,0,1,0,0,5,0,17,0,3,1,0,3,"0"
"241","Masuda, Shu","2024",102,0.207,0.255,0.315,8,6,13,4,0,2,0,1,5,0,22,2,1,4,0,4,"0"
"242","Mannami, Chusei","2019",4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"243","Mannami, Chusei","2021",133,0.198,0.233,0.405,12,13,10,9,1,5,0,1,4,0,53,3,2,0,1,2,"0"
"244","Mannami, Chusei","2022",314,0.203,0.237,0.392,28,40,34,10,2,14,0,2,12,0,112,2,2,2,2,3,"1"
"245","Mannami, Chusei","2023",582,0.265,0.321,0.467,69,74,83,33,0,25,2,1,41,2,138,12,4,2,2,4,"0"
"246","Fukunaga, Sho","2022",8,0.125,0.125,0.125,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,"0"
"247","Fukunaga, Sho","2023",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"0"
"248","Fukunaga, Sho","2024",23,0.182,0.217,0.182,1,0,4,0,0,0,0,0,1,0,6,1,0,0,0,3,"0"
"249","Fukunaga, Sho","2025",74,0.152,0.219,0.258,5,6,6,2,1,1,0,0,4,0,23,1,2,1,1,4,"0"
"250","Sakamoto, Seishiro","2016",55,0.2,0.265,0.356,4,2,5,2,1,1,0,0,4,1,14,3,0,6,0,1,"0"
"251","Sakamoto, Seishiro","2017",132,0.248,0.341,0.345,13,17,21,5,0,2,0,0,15,1,32,1,1,3,0,2,"0"
"252","Sakamoto, Seishiro","2018",16,0.154,0.25,0.231,1,1,1,1,0,0,0,0,2,0,7,0,0,0,1,3,"0"
"253","Sakamoto, Seishiro","2019",44,0.175,0.195,0.325,2,3,5,0,0,2,0,0,1,1,8,2,0,3,0,4,"0"
"254","Sakakura, Shogo","2017",4,0.25,0.25,0.25,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"255","Sakakura, Shogo","2018",9,0.125,0.222,0.25,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,"0"
"256","Sakakura, Shogo","2019",64,0.23,0.266,0.344,4,7,9,4,0,1,0,0,3,0,19,0,0,0,0,3,"0"
"257","Sakakura, Shogo","2020",228,0.287,0.346,0.411,24,26,41,15,1,3,1,1,17,1,36,6,2,0,0,4,"1"
"258","Takata, Tomoki","2016",77,0.175,0.288,0.206,5,2,9,2,0,0,1,1,10,0,15,0,0,4,0,4,"0"
"259","Herrera, Elian","2016",274,0.218,0.258,0.339,30,33,37,12,2,5,2,1,13,0,57,3,1,3,0,1,"0"
"260","Herrera, Elian","2017",62,0.25,0.323,0.321,9,1,12,1,0,1,0,0,6,0,22,2,0,0,0,2,"0"
"261","Yamada, Haruka","2018",19,0.059,0.158,0.235,1,2,0,0,0,1,0,0,1,0,6,0,1,0,0,1,"0"
"262","Yamada, Haruka","2019",13,0.167,0.231,0.167,2,0,2,0,0,0,0,0,1,0,4,1,0,0,0,2,"0"
"263","Yamada, Haruka","2020",5,0.2,0.2,0.2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,"0"
"264","Yamada, Haruka","2021",173,0.197,0.258,0.252,14,18,22,6,1,0,1,2,13,0,41,1,0,10,3,4,"0"
"265","Yamaashi, Tatsuya","2018",72,0.167,0.286,0.25,8,7,7,2,0,1,2,0,7,0,15,2,3,2,0,1,"0"
"266","Yamaashi, Tatsuya","2019",64,0.164,0.203,0.246,3,8,8,0,1,1,0,1,2,0,12,1,1,0,0,2,"0"
"267","Yamaashi, Tatsuya","2020",105,0.219,0.242,0.302,21,5,15,5,0,1,3,1,2,0,13,0,1,6,0,3,"0"
"268","Yamaashi, Tatsuya","2021",39,0.273,0.351,0.273,8,1,9,0,0,0,0,0,4,0,5,0,0,2,0,4,"0"
"269","Maki, Shugo","2021",523,0.314,0.356,0.534,73,71,93,35,3,22,2,1,27,1,85,16,6,1,2,1,"0"
"270","Maki, Shugo","2022",568,0.291,0.354,0.507,63,87,87,36,1,24,3,3,43,4,82,14,10,0,6,2,"0"
"271","Maki, Shugo","2023",605,0.293,0.337,0.53,78,103,93,39,3,29,2,2,33,3,85,17,7,0,6,3,"0"
"272","Maki, Shugo","2024",561,0.294,0.346,0.491,76,74,96,33,0,23,11,0,37,5,59,13,5,0,2,4,"0"
"273","Mitsuka, Rui","2025",12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,"0"
"274","McBroom, Ryan","2022",508,0.272,0.352,0.442,57,74,80,25,0,17,0,0,52,2,105,13,5,0,3,1,"0"
"275","McBroom, Ryan","2023",259,0.221,0.305,0.354,21,31,32,12,0,6,1,0,28,1,56,9,1,0,4,2,"0"
"276","Wakabayashi, Akihiro","2018",19,0.056,0.105,0.056,2,0,1,0,0,0,0,0,1,0,6,0,0,0,0,1,"0"
"277","Wakabayashi, Akihiro","2019",273,0.239,0.335,0.35,34,21,41,9,1,5,11,2,32,1,51,3,2,4,1,2,"0"
"278","Wakabayashi, Akihiro","2020",159,0.247,0.288,0.342,22,14,27,6,1,2,2,4,8,0,32,6,1,3,1,3,"0"
"279","Wakabayashi, Akihiro","2021",242,0.239,0.314,0.362,25,16,35,11,0,5,1,3,22,0,46,1,2,3,2,4,"0"
"280","Urena, Estamy","2020",20,0.167,0.25,0.167,0,0,3,0,0,0,0,0,2,0,8,0,0,0,0,1,"0"
"281","Urena, Estamy","2021",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,"0"
"282","Urena, Estamy","2024",8,0,0.125,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,3,"0"
"283","Watanabe, Yuto","2025",8,0.125,0.125,0.125,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"284","Yoshida, Kengo","2023",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"0"
"285","Yoshida, Kengo","2024",27,0.192,0.185,0.192,2,2,5,0,0,0,0,0,0,0,4,0,0,0,1,2,"0"
"286","Yoshida, Kengo","2025",112,0.217,0.259,0.406,9,9,12,6,1,4,0,1,5,0,20,5,1,0,0,3,"0"
"287","Viciedo, Dayan","2016",471,0.274,0.352,0.486,63,68,70,22,0,22,1,0,44,0,68,13,8,0,3,1,"0"
"288","Viciedo, Dayan","2017",367,0.25,0.319,0.452,43,49,53,11,1,18,4,0,29,0,52,10,5,0,1,2,"1"
"289","Viciedo, Dayan","2018",582,0.348,0.419,0.555,91,99,125,26,1,26,3,4,51,4,61,24,15,0,4,3,"0"
"290","Viciedo, Dayan","2019",594,0.315,0.374,0.496,56,93,107,43,0,18,2,1,41,9,88,22,13,0,6,4,"0"
"291","Morel, Brent","2016",348,0.244,0.319,0.364,29,38,54,13,0,8,2,0,30,0,88,10,6,0,4,1,"0"
"292","Morel, Brent","2017",110,0.276,0.355,0.388,9,11,18,8,0,1,0,2,12,0,28,3,0,0,0,2,"0"
"293","Martinez, Jorge","2018",66,0.18,0.242,0.344,7,5,5,4,0,2,1,0,5,0,27,0,0,0,0,1,"0"
"294","Martinez, Jorge","2019",8,0.125,0.125,0.25,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,2,"0"
"295","Rodriguez, Aderlin","2020",211,0.218,0.28,0.363,11,25,26,10,0,6,1,0,14,0,55,3,3,0,1,1,"0"
"296","Rodriguez, Aderlin","2022",70,0.154,0.2,0.277,5,9,6,2,0,2,0,0,2,0,17,4,2,0,1,2,"0"
"297","Cedeno, Leandro","2023",187,0.244,0.278,0.438,12,34,27,7,0,9,0,0,8,0,47,5,1,0,2,1,"0"
"298","Cedeno, Leandro","2024",334,0.26,0.32,0.438,29,37,55,9,0,15,0,2,23,5,97,15,5,0,2,2,"0"
"299","Cedeno, Leandro","2025",243,0.228,0.28,0.357,13,26,37,6,1,7,0,0,15,0,50,9,2,0,2,3,"0"
"300","Takamatsu, Wataru","2019",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"301","Takamatsu, Wataru","2021",123,0.25,0.274,0.259,18,4,27,1,0,0,15,9,3,0,35,0,1,6,1,2,"0"
"302","Takamatsu, Wataru","2022",14,0.071,0.071,0.071,17,0,1,0,0,0,5,3,0,0,5,0,0,0,0,3,"0"
"303","Takamatsu, Wataru","2023",2,0,0,0,8,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,"0"
"304","Tanaka, Mikiya","2024",343,0.224,0.27,0.281,26,23,58,8,2,2,5,1,20,1,46,3,0,10,0,1,"0"
"305","Tanaka, Mikiya","2025",365,0.27,0.324,0.327,33,21,70,13,1,1,12,2,24,1,35,2,2,22,2,2,"0"
"306","Ishii, Kazunari","2017",361,0.205,0.271,0.271,33,24,52,8,2,3,3,5,28,0,113,6,1,14,1,1,"0"
"307","Ishii, Kazunari","2018",163,0.189,0.255,0.277,17,4,19,6,2,1,3,0,12,0,47,0,1,2,0,2,"0"
"308","Ishii, Kazunari","2019",226,0.224,0.282,0.367,26,22,27,10,3,4,2,3,16,0,61,3,0,13,1,3,"0"
"309","Ishii, Kazunari","2020",104,0.179,0.202,0.242,9,3,12,4,1,0,1,1,3,0,13,1,0,5,1,4,"0"
"310","Ishii, Yuta","2025",270,0.221,0.272,0.298,17,21,40,9,0,3,0,1,14,1,63,6,3,16,2,1,"0"
"311","Ishihara, Tomoki","2021",125,0.239,0.293,0.354,8,12,22,1,0,4,1,0,9,1,24,7,0,2,1,1,"0"
"312","Ishihara, Tomoki","2022",16,0.154,0.214,0.154,0,0,2,0,0,0,0,0,1,0,3,1,0,2,0,2,"0"
"313","Ishihara, Tomoki","2024",139,0.23,0.284,0.352,11,11,19,6,0,3,0,0,5,1,22,1,5,5,2,3,"0"
"314","Ishihara, Tomoki","2025",116,0.192,0.243,0.231,4,3,16,4,0,0,0,0,4,0,29,3,3,5,0,4,"0"
"315","Ikeda, Raito","2022",22,0.091,0.091,0.136,1,0,1,1,0,0,0,0,0,0,6,0,0,0,0,1,"0"
"316","Ikeda, Raito","2023",118,0.269,0.327,0.404,17,8,19,6,1,2,0,0,6,0,17,1,3,5,0,2,"0"
"317","Ikeda, Raito","2024",46,0.111,0.13,0.156,2,1,3,2,0,0,0,0,1,0,7,2,0,0,0,3,"0"
"318","Ikeda, Raito","2025",249,0.238,0.282,0.352,22,20,38,11,0,5,2,1,11,0,45,8,4,4,3,4,"0"
"319","Nakayama, Shota","2019",100,0.289,0.31,0.485,11,14,19,4,0,5,0,0,3,0,25,2,0,0,0,1,"0"
"320","Nakayama, Shota","2020",53,0.229,0.283,0.5,4,8,6,1,0,4,0,0,3,0,19,2,1,0,1,2,"0"
"321","Nakayama, Shota","2021",14,0.091,0.286,0.091,0,1,1,0,0,0,0,0,0,0,3,0,3,0,0,3,"0"
"322","Egoshi, Taiga","2016",217,0.209,0.284,0.361,33,20,26,6,1,7,4,3,18,0,78,2,3,2,3,2,"0"
"323","Egoshi, Taiga","2017",18,0.077,0.333,0.077,3,0,1,0,0,0,1,0,3,0,5,0,2,0,0,3,"0"
"324","Egoshi, Taiga","2018",40,0.15,0.15,0.275,6,1,3,2,0,1,3,0,0,0,22,0,0,0,0,4,"0"
"325","Wu, Nien-Ting","2016",142,0.194,0.282,0.234,12,11,20,3,1,0,1,0,14,0,25,4,2,0,2,1,"0"
"326","Wu, Nien-Ting","2017",44,0.231,0.295,0.333,5,4,6,2,1,0,1,0,4,0,8,2,0,0,1,2,"0"
"327","Wu, Nien-Ting","2018",11,0.091,0.091,0.091,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,3,"0"
"328","Wu, Nien-Ting","2020",52,0.227,0.32,0.295,5,5,7,3,0,0,2,2,4,0,8,1,2,2,0,4,"0"
"329","Ohyama, Yusuke","2017",221,0.237,0.309,0.414,25,38,28,10,2,7,2,2,18,0,41,4,3,1,1,1,"0"
"330","Ohyama, Yusuke","2018",378,0.274,0.326,0.447,48,48,61,19,4,11,5,3,26,0,54,14,2,1,2,2,"0"
"331","Ohyama, Yusuke","2019",587,0.258,0.312,0.401,52,76,91,33,1,14,3,0,39,3,98,12,5,1,4,3,"0"
"332","Ohyama, Yusuke","2020",471,0.288,0.357,0.56,66,85,68,21,5,28,1,3,41,6,96,15,5,1,1,4,"0"
"333","Ohshiro, Takumi","2018",202,0.265,0.32,0.395,19,17,33,12,0,4,0,1,15,3,46,3,0,2,0,1,"0"
"334","Ohshiro, Takumi","2019",329,0.265,0.33,0.388,19,30,55,16,1,6,0,1,25,0,80,7,4,5,1,2,"0"
"335","Ohshiro, Takumi","2020",308,0.27,0.339,0.412,30,41,54,10,1,9,1,0,30,6,82,1,0,1,3,3,"0"
"336","Ohshiro, Takumi","2021",386,0.231,0.3,0.36,36,37,57,12,0,11,0,0,33,4,80,11,2,3,1,4,"0"
"337","Ohmori, Minoru","2020",148,0.259,0.318,0.385,21,16,25,5,3,2,5,3,11,1,50,1,1,0,1,1,"0"
"338","Ohmori, Minoru","2021",41,0.27,0.308,0.351,9,3,8,1,1,0,5,1,1,0,19,2,1,2,0,2,"0"
"339","Ohmori, Minoru","2022",76,0.203,0.276,0.333,8,3,9,2,2,1,0,2,6,0,17,2,1,0,0,3,"0"
"340","Ohmori, Minoru","2023",71,0.152,0.2,0.227,10,5,7,2,0,1,4,3,2,0,22,1,2,1,0,4,"0"
"341","Umeno, Ryutaro","2016",98,0.135,0.189,0.135,3,4,12,0,0,0,1,0,6,1,22,4,0,3,0,3,"0"
"342","Umeno, Ryutaro","2017",340,0.206,0.275,0.273,22,33,45,9,2,2,1,0,24,2,63,3,4,27,3,4,"0"
"343","Imagawa, Yuma","2021",30,0.071,0.133,0.179,1,2,1,0,0,1,0,0,1,0,9,0,1,0,0,1,"0"
"344","Imagawa, Yuma","2022",309,0.227,0.29,0.388,34,39,39,12,1,10,4,4,19,2,70,6,7,6,4,2,"0"
"345","Imagawa, Yuma","2023",69,0.197,0.29,0.213,7,1,11,1,0,0,3,0,6,0,17,0,2,0,0,3,"0"
"346","Imagawa, Yuma","2024",19,0.211,0.211,0.263,1,0,3,1,0,0,0,2,0,0,5,0,0,0,0,4,"0"
"347","Yamakawa, Hotaka","2016",157,0.259,0.335,0.59,24,32,18,4,0,14,0,0,15,0,36,1,1,2,0,3,"0"
"348","Yamakawa, Hotaka","2017",293,0.298,0.42,0.661,46,61,30,19,0,23,0,1,46,1,72,7,5,0,0,4,"1"
"349","Nakashima, Daisuke","2024",128,0.228,0.258,0.333,18,10,18,8,1,1,1,0,2,0,21,2,3,0,0,1,"0"
"350","Nakashima, Daisuke","2025",491,0.266,0.294,0.351,51,31,101,11,5,6,22,4,17,0,75,4,2,8,2,2,"0"
"351","Katsuki, Kazuya","2016",6,0.167,0.167,0.167,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,"0"
"352","Katsuki, Kazuya","2017",42,0.195,0.195,0.195,1,2,8,0,0,0,0,0,0,0,6,1,0,1,0,2,"0"
"353","Katsuki, Kazuya","2019",33,0.152,0.152,0.242,3,3,4,0,0,1,0,0,0,0,9,0,0,0,0,3,"0"
"354","Katsuki, Kazuya","2020",9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,"0"
"355","Kakinuma, Tomoya","2017",9,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,"0"
"356","Kakinuma, Tomoya","2018",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"357","Kakinuma, Tomoya","2019",73,0.167,0.286,0.222,5,2,8,0,0,1,0,0,4,0,20,0,5,10,0,3,"0"
"358","Kakinuma, Tomoya","2020",129,0.16,0.219,0.17,6,9,16,1,0,0,0,0,5,0,31,2,3,15,0,4,"0"
"359","Kitamura, Takumi","2018",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0"
"360","Kitamura, Takumi","2019",7,0,0.286,0,3,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,"0"
"361","Kitamura, Takumi","2020",88,0.227,0.326,0.333,9,10,13,2,0,2,0,0,10,1,24,2,1,2,0,3,"0"
"362","Kitamura, Takumi","2021",103,0.25,0.317,0.413,13,11,16,3,0,4,1,0,8,1,28,4,1,2,0,4,"0"
"363","Kato, Hibiki","2025",18,0.176,0.222,0.176,2,0,3,0,0,0,0,0,1,0,6,0,0,0,0,1,"0"
"364","Hirooka, Taishi","2016",7,0.429,0.429,0.857,2,3,2,0,0,1,0,0,0,0,2,0,0,0,0,1,"0"
"365","Hirooka, Taishi","2017",31,0.25,0.323,0.286,6,1,6,1,0,0,0,0,2,0,11,1,1,0,0,2,"0"
"366","Hirooka, Taishi","2018",125,0.209,0.24,0.313,11,10,16,6,0,2,0,0,5,0,36,2,0,4,1,3,"0"
"367","Hirooka, Taishi","2019",243,0.203,0.319,0.391,32,25,24,6,1,10,1,1,33,0,77,4,2,5,1,4,"0"
"368","Matsumoto, Go","2016",22,0.238,0.238,0.286,1,2,4,1,0,0,1,0,0,0,5,0,0,1,0,3,"0"
"369","Matsumoto, Go","2017",448,0.274,0.314,0.353,46,33,88,17,0,5,6,3,21,1,61,7,3,21,1,4,"0"
"370","Nishikawa, Misho","2025",444,0.281,0.318,0.381,42,37,84,27,3,3,1,0,16,0,85,6,8,0,3,1,"0"
"371","Higuchi, Seishu","2023",3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"0"
"372","Higuchi, Seishu","2024",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,"0"
"373","Higuchi, Seishu","2025",25,0.091,0.13,0.091,2,0,2,0,0,0,5,3,1,0,8,0,0,2,0,3,"0"
"374","Shirasaki, Hiroyuki","2016",214,0.207,0.241,0.35,20,12,25,11,0,6,0,1,6,0,32,8,3,2,0,4,"0"
"375","Katsumata, Shoki","2020",8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,"0"
"376","Katsumata, Shoki","2021",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0"
"377","Matsubara, Seiya","2020",313,0.263,0.33,0.371,42,19,54,11,5,3,12,2,29,0,71,4,0,4,2,1,"0"
"378","Matsubara, Seiya","2021",477,0.274,0.333,0.422,69,37,82,20,4,12,15,7,38,0,100,4,2,3,3,2,"0"
"379","Matsubara, Seiya","2022",76,0.113,0.16,0.155,7,4,6,1,1,0,2,1,4,0,21,2,0,1,0,3,"0"
"380","Matsubara, Seiya","2023",13,0,0.077,0,3,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,"0"
"381","Mcgehee, Casey","2017",586,0.315,0.382,0.514,67,77,98,48,1,18,4,1,58,4,107,20,1,0,4,2,"0"
"382","Mcgehee, Casey","2018",547,0.285,0.336,0.467,65,84,93,28,0,21,2,0,41,1,92,12,1,0,6,3,"0"
"383","Yamanobe, Kakeru","2019",18,0.071,0.278,0.143,1,1,0,1,0,0,1,0,2,0,4,1,2,0,0,1,"0"
"384","Yamanobe, Kakeru","2020",64,0.233,0.266,0.283,11,4,11,3,0,0,5,2,1,0,11,2,2,0,1,2,"0"
"385","Yamanobe, Kakeru","2021",39,0.194,0.211,0.278,5,2,5,1,1,0,4,1,0,0,11,0,1,1,1,3,"0"
"386","Yamanobe, Kakeru","2022",35,0.152,0.2,0.242,7,1,2,3,0,0,3,1,1,0,4,0,1,0,0,4,"0"
"387","Maegawa, Ukyo","2023",107,0.255,0.346,0.33,6,7,19,3,2,0,0,2,9,0,25,1,4,0,0,1,"0"
"388","Maegawa, Ukyo","2024",362,0.269,0.343,0.355,25,42,67,16,0,4,0,0,27,0,50,7,10,0,1,2,"0"
"389","Maegawa, Ukyo","2025",209,0.246,0.297,0.323,11,15,36,10,1,1,0,1,8,2,30,2,6,0,0,3,"0"
"390","Matsuo, Shion","2024",40,0.211,0.25,0.289,3,1,5,3,0,0,0,0,1,0,8,1,1,0,0,1,"0"
"391","Matsuo, Shion","2025",191,0.25,0.293,0.347,19,18,35,5,0,4,1,1,9,1,17,8,3,0,3,2,"0"
"392","Shigenobu, Shinnosuke","2016",87,0.19,0.256,0.278,10,2,11,1,3,0,5,1,7,0,20,0,0,1,0,1,"0"
"393","Shigenobu, Shinnosuke","2017",77,0.157,0.224,0.214,18,2,7,4,0,0,10,4,6,0,21,0,0,1,0,2,"0"
"394","Shigenobu, Shinnosuke","2018",185,0.281,0.324,0.419,24,13,33,7,5,2,6,4,11,0,38,1,0,6,1,3,"0"
"395","Shigenobu, Shinnosuke","2019",174,0.266,0.308,0.373,25,16,31,7,2,2,14,3,11,1,43,1,0,2,3,4,"0"
"396","Shuto, Ukyo","2019",114,0.196,0.212,0.294,39,6,14,3,2,1,25,5,2,0,27,1,0,10,0,1,"0"
"397","Shuto, Ukyo","2020",346,0.27,0.325,0.352,48,27,67,8,7,1,50,6,24,0,79,2,2,11,2,2,"0"
"398","Shuto, Ukyo","2021",188,0.201,0.258,0.26,24,5,30,1,0,3,21,5,12,0,49,1,1,6,0,3,"0"
"399","Shuto, Ukyo","2022",318,0.267,0.324,0.365,48,15,63,5,4,5,22,4,22,0,56,4,3,3,2,4,"0"
"400","Saito, Hiroto","2025",12,0.091,0.167,0.091,0,0,1,0,0,0,0,1,1,0,3,1,0,0,0,1,"0"
"401","Gunji, Yuya","2020",76,0.156,0.267,0.203,6,4,7,3,0,0,0,0,9,1,19,1,1,1,1,1,"0"
"402","Gunji, Yuya","2021",15,0.462,0.533,0.538,0,3,5,1,0,0,0,0,2,0,3,0,0,0,0,2,"0"
"403","Gunji, Yuya","2022",48,0.19,0.292,0.214,0,0,7,1,0,0,0,0,5,0,12,4,1,0,0,3,"0"
"404","Gunji, Yuya","2023",188,0.253,0.317,0.329,15,19,36,4,0,3,2,1,16,0,30,4,0,2,0,4,"0"
"405","Gen, Kendai","2022",9,0.25,0.25,0.25,1,1,2,0,0,0,0,0,0,0,3,0,0,1,0,1,"0"
"406","Gen, Kendai","2024",8,0.125,0.125,0.125,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,"0"
"407","Gen, Kendai","2025",10,0.143,0.333,0.143,6,0,1,0,0,0,0,0,2,0,3,0,0,1,0,3,"0"
"408","Sasahara, Misaki","2025",22,0.1,0.182,0.1,1,0,2,0,0,0,0,0,2,0,7,0,0,0,0,1,"0"
"409","Davis, Jonathan","2025",131,0.204,0.313,0.31,8,9,17,3,0,3,0,0,17,0,24,4,1,0,0,1,"0"
"410","Yamamoto, Yuudai","2018",1,1,1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"0"
"411","Yamamoto, Yuudai","2019",12,0.333,0.333,0.333,0,2,4,0,0,0,0,0,0,0,3,0,0,0,0,2,"0"
"412","Yamamoto, Yuudai","2020",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,"0"
"413","Yamamoto, Yuudai","2021",111,0.131,0.173,0.182,4,4,10,2,0,1,0,0,4,0,27,0,1,7,0,4,"0"
"414","Higuma, Montell","2025",11,0.091,0.091,0.091,1,0,1,0,0,0,1,0,0,0,5,0,0,0,0,1,"0"
"415","Amador, Japhet","2016",138,0.258,0.29,0.515,15,19,20,3,2,9,0,0,6,0,32,6,0,0,0,1,"0"
"416","Amador, Japhet","2017",460,0.237,0.304,0.424,35,65,67,9,0,23,0,1,39,0,102,18,2,0,2,2,"0"
"417","Amador, Japhet","2018",234,0.269,0.338,0.58,27,42,31,6,0,20,1,0,22,2,57,8,0,0,0,3,"0"
"418","Blash, Jabari","2019",527,0.261,0.397,0.54,66,95,58,20,0,33,2,3,81,2,157,7,17,0,3,1,"0"
